,content,author
1207,"""why the hell does everyone dream about me"" - Mathew",braindead
1208,"""why would you date such a white person"" - Ameera",Ritvikisalive
1209,"""Your a hallelujah"" - Ameera",Ritvikisalive
1210,"""I'll delete yours cause mines bigger"" - Ahmed",Ritvikisalive
1211,"""i made him slap me 💀 "" - Ahmed",braindead
1212,"""I'm gonna simp on myself if i want to"" - Ahmed",Ritvikisalive
1213,"""I cant hear the beeps"" - Ameera",Ritvikisalive
1214,"*says hi in three languages* ""I ran out of languages hurry up"" - Ameera",Ritvikisalive
1215,"""Brass-berry"" - Ameera",Ritvikisalive
1216,"""Where did my lips go"" - Ameera",Ritvikisalive
1217,"""I can give you my foot for inspection"" - Ameera",Ritvikisalive
1218,"""Coms"" - Ameera ""You mean the IT office?"" - Ritvik",Ritvikisalive
1219,“OMG I did not just fall of my chair” *lies* - Ameera,Ritvikisalive
1220,"""The thingo that holds up the thingos in my ear"" - Ameera",Ritvikisalive
1221,"""Hold up my earphones fell out"" - Ameera",Ritvikisalive
1222,"""suckdick"" - Noel Mathew",Ritvikisalive
1223,"""I WILL COMMIT SUSHI"" - Ahmed",Ritvikisalive
1224,"""NOOOOOOOOOOO NOT YOU"" - Ameera",Ritvikisalive
1225,"“Have you seen my playlist?” - Ritvik ""NO!"" - Zaid",Ritvikisalive
1226,"""his name starts with 'z'"" - Ameera, ""zzz..- xtylophone?"" - Ritvik",braindead
1227,"""I can eat- I can eat upside down *OH CRAP IT HURTS OWWWWWWWW*"" - Ameera",MuffinHead
1228,"""My funeral?"" - Ameera",MuffinHead
1229,"""To what?"" - Ritvik",MuffinHead
1230,"""Can I come?"" - Ameera",MuffinHead
1231,"""wait hold on"" - Ameera, ""I am holding"" - Ritvik",braindead
1232,“Ur a dim sum” - Ameera,Ritvikisalive
1233,"""how close can i get to falling off my chair? hold on"" - Karthik *proceeds to try*",braindead
1234,"""I'm not touching my bread anymore."" - Ritvik",braindead
1235,"""Wakka wakka IM GAY!"" - Ritvik",braindead
1236,"""Before i lose my tax returns"" - Ameera",Ritvikisalive
1237,"""Geee - M - S - S"" - Ritvik",braindead
1238,"""NOIW"" - Nitanth",Ritvikisalive
1239,"""Wee woo wee woo wee woo wee woo wee woo"" - Karthik",Ritvikisalive
1240,"""pLaYiNg dIsCoRd"" - Mr. Whyte (My PE/Health Teacher)",MuffinHead
1241,"""Thats just Mathew and Noel"" - Ameera",Ritvikisalive
1242,"""the sides are completely gone"" - Mathew",braindead
1243,“Atheism bitch” - Ritvik,Ritvikisalive
1244,‘English math same thing’ - Ritvik,braindead
1245,"“No pinokio for u” - Ritvik ""I HAVE A WIFE"" - Ameera",Ritvikisalive
1246,"""Iggle Piggle has bad guys in him!"" - Shyam (aka Princess Penguin)",MuffinHead
1247,"""Stop being so privileged"" - Karthik",Ritvikisalive
1248,"""Who ould even buy a nitanth? PIKACHU"" - Ameera",Ritvikisalive
1249,*talks* *gets stabbed in the back sound* *Goes back to talking* - Ameera,Ritvikisalive
1250,"""English to Russia"" - Taejus",Ritvikisalive
1251,"""BING BAND THEORY"" - Nitanth",Ritvikisalive
1252,"""Your mum was drunk?"" - Ahmed",Ritvikisalive
1253,"""did u stretch? did ur resolution change?"" - Ahmed",Ritvikisalive
1254,“Jesus Atheist” - Ritvik,braindead
1255,"""Why does my legs always *come* on these"" - Noyal",braindead
1256,"""I used to spell you like that!!"" - Noyal",braindead
1257,"*Turns into batman*  ""I did not say leave"" - Ameera",Ritvikisalive
1258,"""help, don't help, what?"" - Ameera",Ritvikisalive
1259,"""Hows ur day going?"" - Nitanth ""Bad cause ur here"" - Ameera",Ritvikisalive
1260,"""Satan couldn't live without his Jesus"" - Taejus",Ritvikisalive
1261,"""I need to come up with a tv ad"" - Ameera ""i'll help you so make it where a guy walks into a mall and takes a picture of an art peace and dances with some person"" - Noel ""It has to be text"" - Ameera",Ritvikisalive
1262,"""I was laughing so hard my face id didnt work"" - Ameera",Ritvikisalive
1263,"""yea.. dont leave me and karthik alone 👀 "" - Ritvik",braindead
1264,"""My hair is so heavy"" - Ameera",Ritvikisalive
1265,"""Jesus christ, your parents are raising a murderer?!?"" - Ritvik",braindead
1266,"""they don't do me"" - Ameera",Ritvikisalive
1267,"""*oh no* captain frog!"" - Ritvik",braindead
1268,"""mhm"" - Ameera, ""DoNt yOu sAss mE"" - Ritvik",braindead
1269,"""A hornet of beaks"" - Ameera",Ritvikisalive
1270,"""I could very well be a José 😉 "" - Ameera",Ritvikisalive
1271,"""What the crab legs is going on here"" - Ritvik",braindead
1272,"""Wheres my phone?"" - Ameera ""Did you eat it?"" - Ritvik ""maybe yes"" - Ameera",Ritvikisalive
1273,"""High pitch screaming"" - Ameera",Ritvikisalive
1274,“They forgot to add green stuff on my green tea”-Ameera,NitroNith
1275,,Ritvikisalive
1276,"""Para- parallellelelel - para- para- *practically dies*"" - Ahmed",MuffinHead
1277,"""i'M iN mE mUm'S cAr!"" - Ritvik",MuffinHead
1278,"""AHHHHH 'Tis a Shesh Machine!"" - Ritvik",MuffinHead
1279,"""oh *god*- that's large 💩 "" - Ritvik",braindead
1280,"""roses or lilys?"" - Noel, ""pineapples"" - AmErAa",braindead
1281,‘Yo why is it so big??’ - Ritvik,braindead
1282,"""Where did I put Nitanth?"" - Ritvik",MuffinHead
1283,"""I'm having a fight with my fork"" - Ameera",Ritvikisalive
1284,"""i hate log, never mind i love log"" - Karthik, ""i yeet log"" - Ritvik",braindead
1285,"""Your a question"" - Ameera",Ritvikisalive
1286,"""why's there a comma there? call grammarly"" - Ritvik",braindead
1287,"""Im taking you with me"" - Ameera",Ritvikisalive
1288,"""STAYS"" - Ameera",Ritvikisalive
1289,"""i have a specific way of flirting"" - Nitanth ""That explains his dating history"" - Ameera",Ritvikisalive
1290,"""it's not like you can do anything to my muscular face""  - Nitanth",braindead
1291,"""dont move dont move"" - Ameera *Nitanth leaves call*",Ritvikisalive
1292,"""He hit me with a drill"" - Ameera",Ritvikisalive
1293,"""wait till May, cause thats when my DC mood turns on"" - Nitanth",Ritvikisalive
1294,"""if i am a mother fucker r u a father fucker?"" - Nitanth",Ritvikisalive
1295,"""I am not coming, if you dont tell me"" - Ameera",Memebrane
1296,"""You can't be an exposed"" - Nitanth",Ritvikisalive
1297,"""if ameera was the last person on earth would she wear pants?"" - Game ""No way"" - Noel",Ritvikisalive
1298,"""OH SHOOT- I WENT DOWN THE WRONG HOLE"" - Ritvik",braindead
1299,“WAIT I READ THAT WRONG WDYM STALK” - Ameera,Ritvikisalive
1300,"""Ice coffee has two drugs coffee and ice"" - Noel",Ritvikisalive
1301,"“It’s an inside joke, but I forgot the inside of it” -Ameera",WaltDisini
1302,'The table was touching me' - Nitanth,MuffinHead
1303,"""dw, i'll get my bb Satan to destroy mankind for making QM"" - Taejus",braindead
1304,"""Academically sweaty"" - Ahmed",MuffinHead
1305,"""your parents are all sweaty man"" - Ahmed",braindead
1306,"""If i find a pen i will show it to you"" - Karthik, ""I found a better pen"" - Karthik",Memebrane
1307,“Ya know the thing that looks like a compass OH WAIT compass” - Ameera,Ritvikisalive
1308,"""I forgot how to smile"" - Ameera 10:08 PM, 13/10/21",𝕋𝟙𝔸𝟚𝔼𝟛𝕁𝟜𝕌𝟝𝕊𝟞
1309,"*Ritvik has headphones on* ""OHHHHHHH OK Goodnight"" - Ameera",Ritvikisalive
1310,"""He's not crying OH WAIT oh wait"" - Ameera",Ritvikisalive
1311,"""omg i just slapped myself"" - Ahmed 👀",braindead
1312,"""Dipping biscuits in wine is tasty""- My family friend",NitroNith
1313,"""Why am i typing Im not typing"" - Karthik",Ritvikisalive
1314,"""Ducktar strange, i just said ducktar"" - Karthik",Ritvikisalive
1315,"""I yelled sheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeesh then the monster turned and ran the other way"" -Karthik",Ritvikisalive
1316,"""Then you ate nitanths cotton candy head"" - Ritvik ""No not yet"" - Karthik ""WAIT YET"" - Ritvik",Ritvikisalive
1317,"""Tape went weeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"" - Karthik",Ritvikisalive
1318,"""You know Jesus bells the new single?"" - Ritvik",MuffinHead
1319,"""Is it supposed to smell like this?"" - Ritvik",MuffinHead
1320,"""Jesus bells jesus bells jesus all the way oh what fun it is to see jesus in the clouds hey"" - Ritvik",Ritvikisalive
1321,"""I make so much sUnCe I should be promoted to tEaChEr"" - Ritvik",MuffinHead
1322,"""Wait no"" - Karthik",Ritvikisalive
1323,"""Ho ho ho"" - Ritvik *Everyone in call dies*",Ritvikisalive
1324,"""Jingle bells please make that jump and that one too merry christmas"" - Karthik",Ritvikisalive
1325,"""Frogs go karthik"" - Ritvik",Ritvikisalive
1326,"*In happy voice* ""Death trap"" - Karthik",Ritvikisalive
1327,"""Jaqueeeeeeeeese"" - Ritvik & Karthik",Ritvikisalive
1328,"""You get what i mean"" - Ritvik ""No"" - Karthik ""I mean shes alwa- wait no"" - Ritvik",Ritvikisalive
1329,"""Sitting on a tree"" - Karthik ""wait what where did a tree come from"" - Ritvik",Ritvikisalive
1330,"""Don't hear qwisk hear gwisc"" - Ritvik",Ritvikisalive
1331,"""I yeeted a log into the sky"" - Karthik",Ritvikisalive
1332,"""Did you just say smth in german then triangles?"" - Ritvik",Ritvikisalive
1333,"""He is a retired gwsc"" - Ahmed",Ritvikisalive
1334,"""I heard i can hear a circle"" - Ritvik",Ritvikisalive
1335,"""Are you dying"" - Karthik ""No i'm Ameera"" - Ameera",Ritvikisalive
1336,"""Nitanth you liar, don't tell him i said that"" - Ameera",Ritvikisalive
1337,"""I heard i smell everything"" - Karthik",Ritvikisalive
1338,"""It's not calculus"" - Karthik ""Calculus"" - Ritvik",Ritvikisalive
1339,"""Damnit karthik i told you to stop running over people"" - Ritvik",Ritvikisalive
1340,"""a stands for arson
b stands for barson
c stands for commit arson
d stands for dont come near me im going to commit arson
E stands for EVERYONE RUN RITVIK SET THE HOUSE ON FIRE
f stands for FUCKKKKK I DONT THINK I’LL MAKE IT OUT ALIVE
G stands for GOOD LORD IM DYING
h stands for HOMOSEXUALS RULE- OH FUCK THE HOUSE IS STILL ON FIRE
I stands for IM SUFFOCATING- TOO MUCH CARBON DIOXIDE 
J stands for JESUS FUCKING CHRIST WHERE IS THE FIRE ESCAPE
K stands for KARTHIK IS ON FIRE- SOMEONE HELP HIM
L stands for LMAO RITVIK’S HOUSE IS NOW COMPLETELY BURNT DOWN- KARMA BITCH
M stands for My wife’s not giving me attention, now I feel sad
N stands for Now your not sad cause ur wife is alive
O stands for ohmigawd my wife is hot. She’s the REAL fire in the house
p is for please spread ritvik's ashes. its ironic he died in his own house due to arson
q stands for Questionable substances were found in ritviks body? he must've been high when he commited arson
R stands for Rest in piec... OMG RITVIKS COMING BACK TO LIFE
S stands for - SHEEEEEEEEEEEEEEEEESH the house is still on fire
T stands for Taejus Says sheeeeeeesh when he sees arson
U stands for U suddenly have the urge to commit arson
V stands for Virtual arson committee
W stands for  🎵 We didnt start the fire its always been burning since the alien came down and commited arson 🎵
X stands for 🎵  xylophone started arson its always continued since the worlds been turning 🎵
Y stands for You committed arson
Z stands for zoning out whilst my friends commit arson"" - Ritvik & Disini",Ritvikisalive
1341,"""Doris Day is too pretty for Harry Truman""-Ameera",NitroNith
1342,*Sings way of key and very horribly* - Noel,Ritvikisalive
1343,*Moans* - Ahmed,Ritvikisalive
1344,"""Ahmed's Carbohydrate Diet backfires"" - Noel",Ritvikisalive
1345,"""😏  Dirty and Disturbing Mind goes more hyper""",Gentleman
1346,What he says after the girl give him like 20 signs she doesnt like u - Noel,Gentleman
1347,*Throwing up and slurping noises* - Ahmed,Ritvikisalive
1348,"""WHAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" - Nitanth",Ritvikisalive
1349,"""😏  Dirty and Disturbing Mind Activated"" -  Noel",Gentleman
1350,*SLURPS* - Ahmed,Ritvikisalive
1351,"""Show me ur room"" - Nitanth",Ritvikisalive
1352,"""Ya ass should be electrocuted till its black but the bad kind of bad""-Noel",NitroNith
1353,"""I will take your eyes out barbecue the hell out of one take one to jail give one of your eyes to a cannibal he takes a bike i throw the rest in the toilet""-Noel",NitroNith
1354,"""Snapchat gonna ban ya ass for dat""-Noel",NitroNith
1355,"""Help me find a girlfriend I NEED IT"" - Nitanth",Ritvikisalive
1356,"""Rit my vik""-Ahmed",NitroNith
1357,"""Noyal"" - Ameera & ahmed & Nitanth",Ritvikisalive
1358,"""I WILL FIND UR NEW HOUSE AND I WILL COMMIT ARSON"" - Rit my Vik",Gentleman
1359,"""11011""-Ameera",NitroNith
1360,'i am into cutting into flesh' - Ahmed,Ritvikisalive
1361,'its fun to crush necks' - Ahmed 2021,Ritvikisalive
1362,"""a stands for arson
b stands for barson
c stands for commit arson
d stands for dont come near me im going to commit arson
E stands for EVERYONE RUN RITVIK SET THE HOUSE ON FIRE
f stands for FUCKKKKK I DONT THINK I’LL MAKE IT OUT ALIVE
G stands for GOOD LORD IM DYING
h stands for HOMOSEXUALS RULE- OH FUCK THE HOUSE IS STILL ON FIRE
I stands for IM SUFFOCATING- TOO MUCH CARBON DIOXIDE
J stands for JESUS FUCKING CHRIST WHERE IS THE FIRE ESCAPE
K stands for KARTHIK IS ON FIRE- SOMEONE HELP HIM
L stands for LMAO RITVIK’S HOUSE IS NOW COMPLETELY BURNT DOWN- KARMA BITCH
M stands for My wife’s not giving me attention, now I feel sad
N stands for Now your not sad cause ur wife is alive
O stands for ohmigawd my wife is hot. She’s the REAL fire in the house
p is for please spread ritvik's ashes. its ironic he died in his own house due to arson
q stands for Questionable substances were found in ritviks body? he must've been high when he commited arson
R stands for Rest in piec... OMG RITVIKS COMING BACK TO LIFE
S stands for - SHEEEEEEEEEEEEEEEEESH the house is still on fire
T stands for Taejus Says sheeeeeeesh when he sees arson
U stands for Your suddenly have the urge to commit arson
V stands for Virtual arson committee
W stands for 🎵  We commit arson everyday 🎵
X stands for 🎵  xylophone started arson its always continued since the worlds been turning 🎵
Y stands for You committed arson
Z stands for zoning out whilst my friends commit arson"" - Ritvik & Disini",Ritvikisalive
1363,"""1915!!!!!!!!!!!!!!!!!!"" - Ameera",Ritvikisalive
1364,"""How many boys do you play around with?"" - Nitanth",Ritvikisalive
1365,"""Year 7 'Ringa Ringa Roses"" - Nitanth",Gentleman
1366,"""Gimmie some girls"" - Nitanth",Ritvikisalive
1367,"""bon- bo.. OH WAIT im reading it the wrong way ;-;"" - Ritvik",braindead
1368,"""That would explain why he looks like a pedo"" - Ahmed",Ritvikisalive
1369,"""He has a child"" - Ritvik",Ritvikisalive
1370,"""He looks like a pedo""- Ahmed",Ritvikisalive
1371,"""MoOtEd"" - Ahmed",MuffinHead
1372,"""stop simping on her"" - Nitanth ""She looks like my aunt"" - Ameera",Ritvikisalive
1373,"""I thought he loved me- I LOVED him, he.. he bEtRaYeD meeeeeee"" - Nitanth",braindead
1374,“Why do British people speak American” - Some stupid lady that Ritvik quoted on Insta,MuffinHead
1375,“I’m pretty sure the judge was throwing his shoes at us as well” - Ahmed,Ritvikisalive
1376,“Can we go back to Tution I like Tution” - Ahmed,Ritvikisalive
1377,“I want to prove how Tution is stupid” - Ahmed,Ritvikisalive
1378,"""In science, we tend to think of things very scientifically"" - Mr Charalambous (my core science teacher)",MuffinHead
1379,"""The contagious shesh, has been the source of the sheshing within the shesh cities."" - Taejus",Ritvikisalive
1380,"""Can you just starve later"" - Ameera",Ritvikisalive
1381,"""Hello is not a greeting we here by go with monkey"" - Ameera",Ritvikisalive
1382,"""I can make people stick to things"" - Ritvik",braindead
1383,"""I cant be bothered to roll anything anywhere"" - Ahmed",Memebrane
1384,“Oh” - Ameera,Ritvikisalive
1385,"""Karthik"" - Ameera",Ritvikisalive
1386,"""How would i describe Ameera"" - Ritvik",Ritvikisalive
1387,"""*also in weird voice* Dumblydore"" - Ritvik",MuffinHead
1388,"""*in weird voice* I searched for Dr. Who and got Harry Potter instead"" - Ritvik",MuffinHead
1389,"""At least i am a lion, ROAR""-Nitanth",NitroNith
1390,"""now we wait- for our... FISH"" - Nitanth",braindead
1391,https://tenor.com/view/yes-sir-gif-10858311,Gentleman
1392,get out,NitroNith
1393,stop talking in quotes people,NitroNith
1394,By heart yes by appearence Doubtful,Gentleman
1395,are a child,Ritvikisalive
1396,u sir,Ritvikisalive
1397,but the person was an adult,Ritvikisalive
1398,"Have u ever heard of a ""Disguise""",Gentleman
1399,i looked out the window dumbo when did u have a yellow shirt and a turbin,Ritvikisalive
1400,i thought the boogeyman lived there,Gentleman
1401,Sorry that was me,Gentleman
1402,no ones allowed into my house,Ritvikisalive
1403,some dude just came to my door and banged three times then left,Ritvikisalive
1404,and into hell,NitroNith
1405,Someone join lobby,Gentleman
1406,ready to be taken away from the world,NitroNith
1407,u have all gone crazy,Ritvikisalive
1408,^^,braindead
1409,.....,Ritvikisalive
1410,she is in a call with heaven,NitroNith
1411,"""if i die- give.. *chokes* m- my laptop to mAthew, OH AND ERASE MY BROWSER HSITORY- oh what a beautfiul day"" - Nitanth",braindead
1412,im in lobby,Gentleman
1413,<@!749866686634655786> What call are you on?????????????,MuffinHead
1414,i give up in life u guys just make everything more confusing,Ritvikisalive
1415,'Wtf happened here?' - Mathew,Gentleman
1416,*wheezing ensues*,braindead
1417,imma go back to work and hope the confusion leaves me before class,Ritvikisalive
1418,ur making me even more confused,Ritvikisalive
1419,"""You got me hiccups"" - Nitanth",braindead
1420,i will forever like ahmed be confused,Ritvikisalive
1421,ameera looks bony!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111,NitroNith
1422,i am still so confused,Ritvikisalive
1423,Well that was a rollercoaster and a half,MuffinHead
1424,*spells it out*; b-o-n-i-e,braindead
1425,i am so confused,Ritvikisalive
1426,WTF?,Memebrane
1427,"""have you ever had a boner?"" - Nitanth",braindead
1428,"""I look so bony""- Ameera",NitroNith
1429,"""how do you even spell bony man??!?"" - Nitanth",braindead
1430,"'idk who he gets, but he sure got me' - Nitanth",Gentleman
1431,"""with jeff bezos and star trek"" - Mr. Cussens (My issues studies teacher)",MuffinHead
1432,^^,braindead
1433,"""Im going to publish the quotes channel one day and make so much money"" - Ritvik",Ritvikisalive
1434,"""Mug + rug = Brug dont ask where the b came from cause idk"" - Ritvik",Ritvikisalive
1435,"""Don't do drugs do stonks"" - Ritvik",Ritvikisalive
1436,"""Can you shut up post it note"" - Karthik",Ritvikisalive
1437,"""The names bond, covalent bond"" - Ritvik",Ritvikisalive
1438,"""Kim Jong un started a war on us"" - Karthik",Ritvikisalive
1439,"""SusPIcIoUs"" - Ritvik",MuffinHead
1440,*Wheeze* - Karthik,Ritvikisalive
1441,"""Please dont quote that oh god your quoting it"" - Karthik",Ritvikisalive
1442,"""Im on a quote spree"" - Karthik",Ritvikisalive
1443,"""My thongs are slippery"" - Karthik",Ritvikisalive
1444,"""Quote everything"" - Karthik",Ritvikisalive
1445,"""Please back in my bedroom"" - Karthik",Ritvikisalive
1446,"""Chem-Ass-Tree"" - Ritvik",Ritvikisalive
1447,"""the russian babushka guy(Sova)"" - Nitanth",braindead
1448,"""Never had sushi before in my *wife*"" -Mathew",braindead
1449,"""He hit it really hard"" - Karthik",Ritvikisalive
1450,"""You donkey"" - Ahmed",Ritvikisalive
1451,"""Who else should i put"" - Noel ""Ronaldo wait nvm wrong sport"" - Ritvik",Ritvikisalive
1452,"""for some reason- he costs more"" - Mathew",braindead
1453,"""I smacked Marins ball""-Noel",NitroNith
1454,“My giant blue head” - Nitanth,MuffinHead
1455,"""stop making the rain *come*"" - Joy",braindead
1456,“you added church bc you were high” - Ameera,MuffinHead
1457,“Cause my mum said use my passport pic to find a gf”- Ritvik,NitroNith
1458,“i will actually devein you”-Ameera,NitroNith
1459,“Just never around you so I keep my head” - Ritvik,MuffinHead
1460,“stop sitting on my rainbow man”- Ameera,NitroNith
1461,"""Imma call you Racquet"" - Ameera",Ritvikisalive
1462,"""Racquet"" - Ameera",Ritvikisalive
1463,"""Give me a nickname"" - Nitanth",Ritvikisalive
1464,"""un-shut"" - Ameera",MuffinHead
1465,"""I lost my rice"" - Ameera",Ritvikisalive
1466,"""I just fall"" - Karthik",Ritvikisalive
1467,"""I can barely bend my bed"" - Ameera",Ritvikisalive
1468,"""Ah ah ah ah ah"" "" Cortana shut up"" - Karthik",Ritvikisalive
1469,"""Spicy pepperoni"" - Ritvik",MuffinHead
1470,"""whys that say whistle? when did i say whistle?"" - Ritvik",braindead
1471,"""Tis the farm to be joly"" - Ameera",Ritvikisalive
1472,"First of all... ""*Whilst*"" - Ritvik",MuffinHead
1473,"""Old mcdonald had a farm falalalala lalala"" *mixing in christmas songs"" - Ritvik",Ritvikisalive
1474,"""People get hurt whilst on bed'' - Ritvik\",Ritvikisalive
1475,"""the hell- why are they calling me about wine?!?"" - Ritvik",braindead
1476,"""I actually drank milk once and it was so bad"" - Ahmed",Ritvikisalive
1477,"""White man spice"" - Ritvik",Memebrane
1478,' Dead grandma personal ' - Ameera,Gentleman
1479,"""I am talking about the karthik"" - Ritvik",Memebrane
1480,"""Old mcdonlad had ducks???????????????"" - Karthik",Ritvikisalive
1481,"""TOOOOOOOO CUTEEEEEEEEEEEEEE"" *prety much explodes* - Ritvik",Ritvikisalive
1482,"*baby voice* ""bye"" - Ameera's little baby brother",Ritvikisalive
1483,"""what was the question?"" - Ameera",Ritvikisalive
1484,"""Ive only left the house 4 times in the past 500 months answer the question yourself"" - Ritvik",Ritvikisalive
1485,"""Have you been lonely for this long?"" - Ameera",Ritvikisalive
1486,"""There's a huge hole in one of them and a huge well in the other"" - Ameera",MuffinHead
1487,nope grassy ass,Memebrane
1488,(Gracias),braindead
1489,"""Grassy-Ass""  -Ameera",Memebrane
1490,"""MYCA"" - Ahmed",Ritvikisalive
1491,"""EWWWWW"" - Ameera",Ritvikisalive
1492,"""I feel hurted"" - Ritvik",Ritvikisalive
1493,"""It'll be awkwardly suspicious if she walks into a bush by herself"" - Ritvik",braindead
1494,"""2-2 is 4"" - Karthik",Ritvikisalive
1495,"""It was like the holocaust for spiders"" - Ameera",Ritvikisalive
1496,"""We gave him a donkey"" - Ameera",MuffinHead
1497,"""Can one of you go back to 1962?"" - Ameera",Ritvikisalive
1498,"""Ahmeds also coming 😉 "" - Nitanth",Ritvikisalive
1499,"""Yay"" - Karthik",Ritvikisalive
1500,"""You can't spell to save your life"" - Ritvik to Karthik in year 9 english class",Ritvikisalive
1501,"""Jingle bell qUoTh"" - Ritvik",MuffinHead
1502,"""quoth"" - Karthik",Ritvikisalive
1503,"""Ahhh yes, Eddie Woo- wait who's Eddie Woo?"" - Ritvik",MuffinHead
1504,"""Is that a hoodie or a shoe?????"" - Ameera",Ritvikisalive
1505,"""it'll be four"" - Ameera, ""nah it'll be three, do the math- OH WAIT NVM i forgot to count for myself"" - Ahmed",braindead
1506,"""should I bite this foil?"" - Ahmed",braindead
1507,"""Cutting is good"" - Ameera",Memebrane
1508,"""It's actually kinda smol"" - Nitanth ""Like your thing"" - Ahmed",braindead
1509,"""I was just making fake claims bc i wanted to win"" - Ahmed",braindead
1510,"""Dear mediocre friend kindly unmute me before I knock the day lights out of u"" - Nit",braindead
1511,"""No come play with me"" - Nitanth Gayaprakash",Memebrane
1512,"""but nothing comes out!!"" - Ahmed",braindead
1513,"""Any questions?"" - Ritvik ""I zoned out"" - Ameera",Ritvikisalive
1514,"""We are in it"" - Karthik",Ritvikisalive
1515,"""Is there a gaming channel on here?"" - Ahmed",Ritvikisalive
1516,"""Don't tempt me"" - Ahmed",Gentleman
1517,"""PiKa PiKa"" - Ahmed",Ritvikisalive
1518,"""fliritng"" - Joyyy",braindead
1519,"""I am gonna go to sleep, He's admitting defeat"" - Ritvik",Memebrane
1520,“Kore” - Karthik,Ritvikisalive
1521,,Memebrane
1522,"""I will shove a ginormous drunk down your throat"" - Ahmed",MuffinHead
1523,"""Sus, Omega Sus, Super Sus, CAR"" - Ritvik",MuffinHead
1524,"""5 sUsKeTeErS"" - Ritvik",MuffinHead
1525,"""Why the f*** did I have a post of a knife?"" - Ritvik",MuffinHead
1526,"“Out Pre September Save 24, wait why are we saving 24?” - Ritvik",Ritvikisalive
1527,“It’s the law of coles” - Karthik,Ritvikisalive
1528,“Coleslaw” - Ritvik,Ritvikisalive
1529,,MuffinHead
1530,“🎵Barista on a poo poo🎵” - Ritvik & Karthik,MuffinHead
1531,"“Your high on pizza, I’m high on oxygen” - Ritvik",Ritvikisalive
1532,“What is food? “ - Ahmed,Ritvikisalive
1533,"""A kAnGaRoO oN fAcEbOoK *(x100000)*"" - Ritvik",MuffinHead
1534,"""its raid!"" - Karthik, ""wait- raid?"" - Ritvik, ""YES RAI- OH"" - Karthik",braindead
1535,"""Have a break, get Grammarly."" - Ameera",MuffinHead
1536,“I can picture Nitanth as the golden retriever of the group”-Ameera,NitroNith
1537,“Date everyone” - jesus,Ritvikisalive
1538,“He is high on salt” - jesus,Ritvikisalive
1539,"""the one that's coming out last year?!?"" - Ahmed",braindead
1540,"""he has a PHD and he still couldn't pronounce two syllables right"" - Karthik",braindead
1541,"""I can't wait for chaos"" - Karthik",braindead
1542,"""that is not a tree!!! thats a person man!"" - nitanth",braindead
1543,"""What do you think I'm going to do; take my SAC sheet, tape it to a wall and punch it?"" - Karthik",MuffinHead
1544,"""SAC?"" - Ahmed",MuffinHead
1545,"""I'm going to hit the sack"" - Karthik",MuffinHead
1546,"""I just use my hands"" - Mathew",Memebrane
1547,never will cause he was obsessed with me since year 7,NitroNith
1548,dont question it,braindead
1549,dam ritvik is obsessed with me man,NitroNith
1550,"""And then there was nitanth's twitching foot"" - Ritvik",Memebrane
1551,"""I wonder WHY🙄 "" - Karthik",MuffinHead
1552,"""There are no flights to your house.""  - Ahmed",MuffinHead
1553,"""One minute im chocking on my water"" - Nitanth",Ritvikisalive
1554,"""mute my teeth out"" - Ameera",Memebrane
1555,"""No off of ur head"" - Ameera",Ritvikisalive
1556,"""id rather not fuck my donkey"" -Ameera",Ritvikisalive
1557,"""I heard someone say sexy, did u call me"" - Nitanth",Ritvikisalive
1558,"""I swung it harder than thors hammer"" - Karthik",braindead
1559,"""can you die from being dead????????????"" - Ahmed",Ritvikisalive
1560,*Hums pink panther song* - Ahmed,Ritvikisalive
1561,"*voice cracks* ""I tHoUgHt U sAiD 6"" - Karthicc",Ritvikisalive
1562,,MuffinHead
1563,,MuffinHead
1564,,MuffinHead
1565,"""Burrito"" ""baguette"" - Ahmed",Ritvikisalive
1566,"""I was thinking whether I should say truce or treaty and I just put them together *comes up with tReAcE*"" - Ahmed",MuffinHead
1567,"""ShOke"" - Mathew",MuffinHead
1568,"""we made electricity"" - Noel",Ritvikisalive
1569,"""If you're trying to be English"" - Ahmed",MuffinHead
1570,"""loooogic"" - Karthik",Memebrane
1571,'I am so close to getting it in' - Jesus,Memebrane
1572,"""get ur ass over here"" - Ahmed",Ritvikisalive
1573,"""my dick is always relevant"" - Ahmed",braindead
1574,"""u need to train to use axe body spray????"" - <@&888742221518635049>",Ritvikisalive
1575,"""i will have u know i cum plentiful"" - Ahmed",braindead
1576,"for those who think its real its not. heres the og. ""if father finds the pleasure in sending me """,Ritvikisalive
1577,oh,braindead
1578,i removed one word,Ritvikisalive
1579,its edited,Ritvikisalive
1580,WHEN,braindead
1581,NEVER SAID THAT??,braindead
1582,"""if father finds the pleasure in me"" - Ameera",Ritvikisalive
1583,"*IN POSH ACCENT* ""If father says yes"" - Ameera",Ritvikisalive
